id,SeriousDlqin2yrs,age,NumberOfTime30-59DaysPastDueNotWorse,NumberOfTimes90DaysLate,NumberOfTime60-89DaysPastDueNotWorse,MonthlyIncome,NumberOfDependents,DebtRatio
28246,1,53,0,0,0,5280,0,0.233479
28247,1,49,0,0,0,19337,0,0.000414
28248,1,35,0,4,0,2100,0,0.295574
28249,1,25,0,0,0,2650,1,0.59072
28250,1,35,0,0,0,4000,1,0.96026
28251,1,49,2,0,0,13000,1,0.520729
28252,1,44,3,0,0,8500,1,0.119751
28253,1,67,1,2,0,5300,0,0.398227
28254,1,28,0,2,0,0,0,206
28255,1,47,0,0,0,5000,2,0.707858
28256,1,54,0,0,0,7250,0,0.008137
28257,1,33,1,1,3,4545,4,0.209415
28258,1,41,0,4,0,2750,1,0.163577
28259,1,32,1,0,0,NULL,0,0
28260,1,25,3,0,0,NULL,0,522
28261,1,40,0,1,0,4544,2,0.036304
28262,1,34,0,0,0,NULL,1,3866
28263,1,81,0,0,1,10000,0,0.10359
28264,1,52,5,0,3,6000,0,0.538577
28265,1,53,4,0,0,1800,0,1.767907
28266,1,21,98,98,98,3545,0,0
28267,1,37,2,3,0,5500,0,0.08962
28268,1,50,0,0,0,5000,1,0.392521
28269,1,53,0,0,0,6809,1,0.138767
28270,1,32,3,0,0,NULL,1,1144
28271,1,30,98,98,98,NULL,0,0
28272,1,81,0,0,0,9439,0,0.000742
28273,1,52,0,0,0,9800,0,0.321294
28274,1,35,1,2,1,2603,1,0.298387
28275,1,61,1,9,2,3916,1,0.650498
28276,1,44,2,0,0,18000,4,0.374813
28277,1,57,2,0,0,10200,1,0.314969
28278,1,43,0,1,0,8383,1,0.385854
28279,1,31,0,0,0,3498,0,0.430123
28280,1,49,0,0,0,2426,1,0.931191
28281,1,45,0,0,0,3000,0,2.040653
28282,1,44,1,4,0,2833,2,0.303458
28283,1,61,0,0,0,9125,0,0.035832
28284,1,44,1,0,0,11516,4,0.396805
28285,1,80,0,0,0,NULL,0,184
28286,1,23,0,0,0,2950,1,0.007116
28287,1,46,1,0,0,NULL,0,217
28288,1,25,0,0,0,NULL,NULL,42
28289,1,44,0,3,3,7500,3,0.149047
28290,1,70,5,0,1,3600,0,0.730075
28291,1,51,2,0,0,8750,1,0.102388
28292,1,58,4,0,1,6400,0,0.123418
28293,1,50,1,0,0,3750,1,1.082378
28294,1,42,1,0,0,8100,3,0.388717
28295,1,69,2,0,0,NULL,0,1895
28296,1,28,0,0,0,4200,0,0.412045
28297,1,39,0,0,0,NULL,2,2847
28298,1,30,0,1,0,2439,3,0.031148
28299,1,47,1,1,0,13959,2,0.418052
28300,1,36,1,0,0,12500,0,2.516039
28301,1,33,3,1,0,4300,0,0.13276
28302,1,33,1,1,0,2600,1,0.125721
28303,1,55,2,0,1,5384,2,0.367874
28304,1,50,0,0,0,NULL,NULL,1958
28305,1,70,0,0,1,7601,0,0.387003
28306,1,37,1,1,0,6273,0,0.431463
28307,1,46,3,0,0,5630,1,0.614101
28308,1,54,0,0,0,3500,1,1.138817
28309,1,46,0,0,0,10033,1,0.737393
28310,1,69,1,1,1,NULL,0,504
28311,1,28,0,0,0,4100,0,0.20117
28312,1,37,0,0,0,9500,2,0.444585
28313,1,34,3,2,2,2700,2,0.308775
28314,1,53,3,0,1,NULL,2,5921
28315,1,36,0,0,0,11000,4,0.306063
28316,1,29,3,0,1,8000,0,0.91701
28317,1,35,0,1,0,2500,0,0.058776
28318,1,63,0,0,0,17987,1,0.383144
28319,1,38,0,0,0,NULL,0,22
28320,1,28,0,0,0,1100,0,0.003633
28321,1,42,3,2,0,1700,2,0.710758
28322,1,45,1,1,0,2650,3,0.069031
28323,1,63,3,2,1,3600,0,0.71619
28324,1,48,0,0,0,4804,2,0.122373
28325,1,52,1,0,0,12000,0,0.416715
28326,1,67,2,3,2,NULL,0,706
28327,1,59,0,0,0,2440,0,1.394101
28328,1,37,0,0,0,NULL,1,1655
28329,1,47,1,0,0,5000,0,0.574285
28330,1,63,0,0,1,1542,1,0.902139
28331,1,40,4,0,0,2166,0,0.026304
28332,1,39,1,0,0,NULL,0,548
28333,1,34,4,1,1,6984,2,0.413171
28334,1,53,0,0,0,5000,1,0.931014
28335,1,36,1,1,1,4000,1,0.379405
28336,1,40,2,0,0,4800,2,0.369506
28337,1,44,0,2,0,4666,0,0.078637
28338,1,54,0,3,0,9000,3,0.12132
28339,1,55,1,4,0,3184,1,0.821978
28340,1,46,0,4,2,3925,3,0.476566
28341,1,48,0,1,1,6666,2,0.211489
28342,1,31,0,2,0,6913,4,0.178912
28343,1,49,0,0,0,10800,4,0.69651
28344,1,46,0,0,0,NULL,0,3436
28345,1,32,0,0,0,2100,4,0
28346,1,39,0,2,1,3431,1,0
28347,1,64,0,0,0,15585,1,0.155653
28348,1,50,2,0,1,5256,0,0.12802
28349,1,48,1,0,0,4500,0,0.069762
28350,1,51,0,0,0,8583,4,0.90424
28351,1,33,0,0,0,5416,0,0.681743
28352,1,70,0,0,0,3400,0,0.440753
28353,1,49,0,0,0,2800,0,0.719386
28354,1,36,1,9,1,6600,2,0.50962
28355,1,81,0,0,0,4600,0,0.475114
28356,1,57,1,0,0,10112,2,0.270938
28357,1,34,0,0,0,NULL,0,54
28358,1,61,1,0,0,12000,3,0.360803
28359,1,37,2,0,0,8900,0,0.922368
28360,1,51,0,0,0,13258,2,1.106946
28361,1,56,0,0,0,8583,0,0.604613
28362,1,73,1,1,1,8950,0,0.268238
28363,1,52,1,0,0,2880,0,17.524818
28364,1,52,6,2,1,5248,0,0.57611
28365,1,49,1,0,0,10100,3,0.04554
28366,1,44,0,0,0,4800,2,0.463029
28367,1,43,3,0,1,4000,1,0.752812
28368,1,61,0,1,0,5445,0,0.368895
28369,1,59,0,1,0,NULL,0,384
28370,1,57,2,0,0,4500,0,0.443013
28371,1,50,2,0,0,6926,2,0.567056
28372,1,42,0,0,0,3000,2,0.667777
28373,1,33,0,0,0,18500,0,0.702016
28374,1,32,0,0,0,6000,0,0.353941
28375,1,47,0,1,0,3700,0,0.004053
28376,1,52,0,0,0,NULL,0,7610
28377,1,42,0,0,0,6116,2,0.106588
28378,1,41,0,0,3,4818,3,0.273501
28379,1,29,98,98,98,NULL,0,0
28380,1,52,1,0,0,8500,1,0.458534
28381,1,63,1,1,1,5000,1,0.224155
28382,1,39,1,3,2,3059,1,0.209477
28383,1,58,4,0,0,NULL,NULL,2712
28384,1,61,4,3,2,1808,0,1.075732
28385,1,39,1,0,0,2780,1,0.204243
28386,1,62,0,0,0,6500,3,1.053069
28387,1,39,0,6,0,4367,1,0.510531
28388,1,59,3,6,1,6790,0,0.969077
28389,1,60,5,0,1,NULL,0,3466
28390,1,54,98,98,98,NULL,0,0
28391,1,48,0,0,0,NULL,0,4269
28392,1,57,0,0,0,7600,0,0.641231
28393,1,33,2,0,0,2930,4,0.195838
28394,1,35,1,0,0,3500,0,0.33419
28395,1,84,0,0,0,1978,0,0.577059
28396,1,32,1,1,0,1396,1,0.759485
28397,1,39,2,0,0,6072,1,1.125309
28398,1,55,0,0,0,12740,2,0.579389
28399,1,23,0,0,2,NULL,0,274
28400,1,56,0,0,0,1200,0,3.563697
28401,1,48,0,0,1,3750,1,0.271394
28402,1,31,2,0,0,NULL,0,24
28403,1,38,0,0,0,5420,2,0.311935
28404,1,44,0,0,0,3686,4,1.193382
28405,1,34,0,0,0,4536,1,0.273088
28406,1,48,1,3,1,9804,2,0.322591
28407,1,54,2,0,1,6200,2,0.536849
28408,1,43,0,1,0,4600,4,0.173658
28409,1,36,0,0,0,10500,1,0.75669
28410,1,41,0,0,0,8966,2,0.638118
28411,1,24,98,98,98,NULL,NULL,0
28412,1,73,0,0,0,9500,1,0.437112
28413,1,30,0,1,0,2758,0,0.200435
28414,1,77,0,0,0,3800,0,0.667719
28415,1,34,1,9,0,2880,0,0.225963
28416,1,52,0,0,0,3761,2,1.180755
28417,1,57,2,1,0,5000,0,0.009798
28418,1,74,0,0,0,3666,0,0.780475
28419,1,42,0,0,0,3000,2,0
28420,1,64,5,1,0,4800,0,0.598209
28421,1,33,2,0,0,2400,0,0.510621
28422,1,44,1,0,1,10000,2,0.480652
28423,1,41,0,0,0,9000,0,0.790134
28424,1,77,0,0,0,2273,0,0.273087
28425,1,51,0,0,0,5074,0,0.717833
28426,1,24,98,98,98,3333,0,0
28427,1,44,1,0,0,4800,2,0.932097
28428,1,60,98,98,98,931,0,0
28429,1,31,1,1,2,3000,0,0.854715
28430,1,33,1,1,2,NULL,0,60
28431,1,42,0,0,0,2416,0,3.407944
28432,1,52,4,1,0,6470,2,0.713027
28433,1,37,1,2,1,NULL,0,854
28434,1,27,1,0,1,2000,0,0.17941
28435,1,50,0,0,0,6950,1,0.662638
28436,1,49,2,0,0,10200,3,0.568768
28437,1,56,2,1,1,3638,0,0.73729
28438,1,53,0,0,0,16000,2,0.402287
28439,1,63,0,0,0,4100,0,0.14655
28440,1,30,0,0,0,8333,0,0.012239
28441,1,48,0,0,0,NULL,0,4339
28442,1,31,1,0,0,3200,1,0.338019
28443,1,57,1,0,1,NULL,0,2415
28444,1,67,1,0,0,5283,1,0.200795
28445,1,46,3,1,1,7300,1,0.042871
28446,1,47,0,0,0,7890,2,0.166139
28447,1,22,98,98,98,800,0,0
28448,1,57,1,0,1,4200,1,0.381338
28449,1,54,0,0,0,4367,2,0.616071
28450,1,51,1,0,0,2346,2,0.896037
28451,1,23,0,0,0,400,2,0.037406
28452,1,33,96,96,96,4100,0,0.008047
28453,1,42,0,0,1,4900,3,0.408896
28454,1,26,2,0,0,1669,0,0.418563
28455,1,38,0,0,0,1892,2,0.66878
28456,1,35,2,0,0,3700,0,0.377466
28457,1,39,2,1,0,7083,0,0.301383
28458,1,62,0,0,1,6340,2,0.059927
28459,1,42,0,1,3,3482,1,0.273902
28460,1,36,0,0,0,9950,0,0.418149
28461,1,47,0,0,0,14000,2,0.42097
28462,1,35,0,0,0,3570,0,0.375805
28463,1,44,1,0,0,5083,4,0.077695
28464,1,47,1,0,2,4540,3,0.310504
28465,1,52,1,0,0,5000,1,0.268746
28466,1,26,0,0,0,2000,0,0.556722
28467,1,26,5,0,0,1100,0,0.376022
28468,1,50,4,0,0,6000,0,0.590068
28469,1,30,0,0,1,2583,0,0.289087
28470,1,50,2,1,0,5000,0,0.625075
28471,1,28,0,4,0,NULL,0,0
28472,1,49,0,0,0,8083,1,0.653884
28473,1,50,2,0,0,3000,0,0.758414
28474,1,45,1,0,0,9167,1,0.660122
28475,1,62,1,0,0,NULL,0,6667
28476,1,72,0,0,0,2000,0,0.403798
28477,1,49,0,0,1,9683,4,0.520343
28478,1,34,0,1,1,5527,1,0.024421
28479,1,37,0,0,0,5250,2,0.326033
28480,1,66,0,0,0,NULL,0,200
28481,1,60,0,0,0,4234,0,0.225266
28482,1,30,0,4,1,3260,1,0.118982
28483,1,54,0,0,1,NULL,0,1957
28484,1,61,2,0,0,12513,1,0.566166
28485,1,52,8,4,2,10208,1,0.754922
28486,1,71,3,0,0,2720,0,0.669239
28487,1,26,0,0,0,2297,0,0.168842
28488,1,47,0,0,0,5024,2,0.14408
28489,1,54,0,1,0,5094,1,0.406673
28490,1,60,0,1,2,3750,0,0.243668
28491,1,54,0,0,0,3900,2,0.697257
28492,1,61,0,0,0,NULL,0,488
28493,1,65,1,1,0,11833,1,0.369951
28494,1,53,4,1,1,234600,0,0.050533
28495,1,33,4,1,0,3625,0,0.226972
28496,1,59,3,1,2,7667,0,0.714789
28497,1,67,1,0,0,4825,0,1.761293
28498,1,55,1,0,0,3500,1,0.135104
28499,1,49,1,0,0,6456,1,0.105932
28500,1,53,3,0,2,11226,4,0.292598
28501,1,47,3,0,0,4140,2,0.393866
28502,1,64,0,1,0,2800,0,1.199929
28503,1,33,0,0,0,5499,0,0.639636
28504,1,50,0,4,0,4333,0,0.055145
28505,1,27,0,0,0,3583,1,0.770089
28506,1,24,0,1,0,NULL,0,3
28507,1,39,0,0,0,12000,2,0.447713
28508,1,54,6,2,0,3435,1,0.223807
28509,1,50,1,1,2,6000,2,0.426096
28510,1,36,0,4,1,3300,1,0.088761
28511,1,36,0,0,0,3200,0,0.236489
28512,1,37,4,0,0,10080,1,0.349767
28513,1,60,0,0,0,2900,1,1.604964
28514,1,50,0,0,0,4500,0,0.265497
28515,1,63,2,0,0,1020,0,0.099902
28516,1,58,1,0,0,11441,0,1.159063
28517,1,30,0,3,0,2674,2,0.14243
28518,1,36,3,3,1,3100,2,0.27475
28519,1,41,1,0,0,20833,0,0.315638
28520,1,47,0,0,0,10700,0,0.601346
28521,1,52,1,2,1,NULL,0,138
28522,1,53,2,1,0,4600,3,0.586612
28523,1,50,1,2,4,4067,1,0.488446
28524,1,62,2,2,1,6499,0,0.144923
28525,1,45,0,0,0,14500,0,0.458382
28526,1,45,0,0,0,14200,0,0.159144
28527,1,45,1,1,2,6166,0,0.220366
28528,1,72,0,0,0,2655,0,0.844503
28529,1,50,0,0,0,5000,2,0.357528
28530,1,41,1,0,0,5500,1,0.239411
28531,1,55,0,0,0,2500,2,2.32387
28532,1,28,1,0,2,3084,0,0.144571
28533,1,28,0,0,0,4076,4,0.232769
28534,1,46,0,1,0,4000,1,0.911772
28535,1,29,3,0,0,2350,1,0.286261
28536,1,23,0,1,0,1600,0,0.007495
28537,1,60,3,0,0,7000,0,0.400086
28538,1,24,1,2,0,4694,0,0.037913
28539,1,45,4,1,1,6416,3,0.228612
28540,1,43,0,0,0,55966,0,0.719174
28541,1,50,0,0,1,3241,0,0.08174
28542,1,48,1,0,0,8692,1,0.370298
28543,1,42,0,2,0,2725,1,0.365737
28544,1,61,0,4,1,NULL,0,1344
28545,1,41,0,0,0,5728,3,0.273172
28546,1,35,1,0,2,NULL,0,3324
28547,1,48,0,0,0,3000,1,0.397867
28548,1,39,0,0,0,5920,3,0.436413
28549,1,26,0,1,0,0,0,266
28550,1,63,1,0,0,4000,1,1.11922
28551,1,42,0,0,0,7000,1,0.453649
28552,1,46,0,0,0,8816,2,1.267665
28553,1,27,0,0,0,1200,0,0.005828
28554,1,43,0,0,0,6200,1,0.210934
28555,1,49,0,0,0,9583,0,0.357366
28556,1,41,0,9,1,2001,2,0.158841
28557,1,56,0,0,0,7835,1,0.494257
28558,1,66,6,2,1,3549,0,0.419437
28559,1,33,1,0,0,4240,0,2.257722
28560,1,51,0,0,0,1412,0,0.005662
28561,1,40,2,1,0,5900,0,1.030334
28562,1,27,1,0,1,3623,1,0.032009
28563,1,37,1,0,0,4750,2,0.186908
28564,1,59,1,0,0,5575,1,0.23099
28565,1,41,1,0,0,9266,1,0.27053
28566,1,38,0,0,0,3317,0,0.368294
28567,1,28,1,0,0,5200,0,0.345703
28568,1,53,2,0,1,9416,3,0.53276
28569,1,52,0,0,0,3542,0,0.347728
28570,1,41,1,2,1,NULL,1,472
28571,1,61,0,0,0,NULL,0,797
28572,1,32,1,0,0,3884,1,0.250708
28573,1,30,5,1,0,2700,0,0.289893
28574,1,34,4,2,2,NULL,0,3795
28575,1,37,2,2,2,6600,1,0.816694
28576,1,37,2,0,0,7000,1,0.32224
28577,1,39,0,0,0,2963,0,0.932186
28578,1,25,1,0,0,3200,0,0.202749
28579,1,38,3,1,0,6800,3,0.474342
28580,1,51,0,3,0,3331,0,0.008703
28581,1,43,0,3,0,NULL,0,557
28582,1,31,0,0,0,2389,1,0.108787
28583,1,29,3,0,0,4420,0,0.094323
28584,1,51,1,0,0,7607,4,1.353707
28585,1,26,1,0,0,3228,1,0.177764
28586,1,27,1,0,0,2541,1,0.166798
28587,1,61,1,1,0,14373,0,0.377974
28588,1,45,0,1,4,NULL,0,309
28589,1,52,0,1,0,3000,0,0.266578
28590,1,60,0,1,4,2000,0,0.974513
28591,1,33,1,0,0,4500,0,0.266163
28592,1,46,1,0,0,5300,3,0.202037
28593,1,44,0,2,0,NULL,1,2196
28594,1,49,0,0,0,5466,1,0.094019
28595,1,41,0,1,0,3000,3,0.362213
28596,1,36,0,1,0,6160,0,0.031488
28597,1,59,2,1,1,3000,0,0.678441
28598,1,40,0,2,0,2231,3,0
28599,1,34,0,5,0,5139,3,0.424708
28600,1,43,0,2,0,NULL,0,24
28601,1,36,0,0,0,NULL,0,4075
28602,1,53,1,1,4,7100,1,0.347557
28603,1,53,0,0,0,4800,0,0.439492
28604,1,38,0,0,0,4791,1,0
28605,1,42,1,0,0,1250,0,0
28606,1,59,1,0,0,3000,0,0.205265
28607,1,49,0,0,0,5183,0,0.394483
28608,1,57,1,0,0,10833,0,0.277368
28609,1,65,4,0,1,5000,0,0.225955
28610,1,57,4,1,0,NULL,0,826
28611,1,51,0,0,0,10000,3,0.531447
28612,1,39,0,0,0,NULL,0,2095
28613,1,42,0,0,0,NULL,0,1096
28614,1,48,1,0,0,21500,1,0.38654
28615,1,35,4,2,1,2666,0,0.104987
28616,1,67,0,0,0,7575,0,0.801082
28617,1,52,4,1,1,514,0,0.471845
28618,1,30,0,0,0,4603,1,0.145743
28619,1,35,0,0,3,5000,0,0.822436
28620,1,56,2,0,0,8897,0,0.154979
28621,1,38,0,0,0,5669,2,0.553968
28622,1,27,0,0,0,14653,0,0.765388
28623,1,36,0,1,0,6830,3,0.268775
28624,1,48,3,0,1,4000,0,0.264434
28625,1,42,0,0,0,8280,2,0.441734
28626,1,41,0,0,1,3500,0,0.001714
28627,1,47,3,0,0,4000,1,0.181455
28628,1,56,0,0,0,39672,0,0.648426
28629,1,53,0,1,1,1869,0,0.508556
28630,1,55,5,0,0,10630,5,0.41633
28631,1,35,0,0,0,4090,3,0.043021
28632,1,46,2,2,0,5200,0,0.40223
28633,1,27,0,0,0,4700,0,0.232929
28634,1,39,0,0,0,2000,0,0.823588
28635,1,58,0,0,0,5000,0,0.866427
28636,1,53,0,1,0,6000,0,0.16014
28637,1,51,0,0,0,NULL,0,6
28638,1,71,1,1,0,NULL,0,22
28639,1,47,3,0,0,23000,2,0.728403
28640,1,25,1,0,0,1000,0,0.273726
28641,1,43,0,9,0,3958,1,0.197019
28642,1,40,0,3,0,9000,2,0.474947
28643,1,52,0,9,1,7200,0,0.191779
28644,1,37,0,0,2,1200,2,0.131557
28645,1,31,1,1,0,3800,2,0.029203
28646,1,41,0,0,0,751,1,2.219415
28647,1,62,0,0,0,8300,0,0.342609
28648,1,46,1,1,0,4140,1,0.406665
28649,1,52,1,1,1,2942,3,0.827387
28650,1,24,1,0,0,NULL,0,249
28651,1,42,1,0,0,7497,3,0.554281
28652,1,24,0,1,0,1047,2,0.292939
28653,1,57,0,4,2,NULL,6,2158
28654,1,40,0,0,0,10000,2,0.015098
28655,1,44,0,0,0,7333,2,0.406736
28656,1,33,0,0,0,7543,0,0.35737
28657,1,27,2,0,0,2506,0,0.166733
28658,1,61,0,0,0,11399,0,0.277281
28659,1,30,0,2,0,8000,0,0.348956
28660,1,32,0,2,1,NULL,0,2405
28661,1,38,2,0,0,6500,2,0.506845
28662,1,48,1,0,0,10416,2,0.377652
28663,1,61,0,0,0,3600,0,0.218273
28664,1,63,1,0,0,7378,0,0.244749
28665,1,44,1,0,1,4918,1,0.18398
28666,1,35,0,0,1,5500,3,0.021451
28667,1,37,1,0,0,5937,2,0.235433
28668,1,26,0,1,0,NULL,0,0
28669,1,38,0,0,0,1600,3,0.392879
28670,1,28,0,1,0,2325,1,0
28671,1,47,2,0,0,4975,0,0.730105
28672,1,45,2,1,0,10700,0,0.124848
28673,1,48,0,0,0,13500,1,35.440782
28674,1,39,4,0,0,5834,1,0.922708
28675,1,53,1,0,1,NULL,3,2134
28676,1,21,0,0,0,2600,0,0
28677,1,48,0,0,0,2730,0,0.612596
28678,1,63,0,0,0,9750,1,0.227464
28679,1,68,0,0,0,5600,0,0.002678
28680,1,45,1,0,0,10500,3,0.184173
28681,1,38,1,1,0,5020,1,0.510655
28682,1,42,1,0,0,3600,3,0.198278
28683,1,25,0,1,0,2500,0,0
28684,1,47,1,0,0,NULL,0,2887
28685,1,49,2,0,1,8150,4,0.320451
28686,1,42,2,1,3,5000,3,0.065587
28687,1,37,0,2,1,3982,2,0.019583
28688,1,46,0,0,0,2986,0,0.753264
28689,1,49,1,2,0,4533,3,0.232466
28690,1,59,3,0,0,8000,0,0.306462
28691,1,76,1,0,0,12010,0,0.141287
28692,1,45,1,3,1,NULL,0,1339
28693,1,48,3,0,1,NULL,0,2506
28694,1,56,2,0,1,4733,0,0.59379
28695,1,29,2,0,0,1200,2,0.610325
28696,1,41,3,3,3,3780,3,0.651415
28697,1,36,1,0,0,11100,0,0.40699
28698,1,39,0,1,0,4025,1,0.150273
28699,1,28,2,3,0,1934,2,0.408786
28700,1,48,4,2,2,10959,3,0.851642
28701,1,53,0,0,0,11819,0,0.354822
28702,1,33,0,0,0,1833,1,0.354417
28703,1,61,2,1,1,6000,0,0.680387
28704,1,50,1,0,0,10833,3,0.454957
28705,1,24,0,0,1,NULL,0,20
28706,1,54,0,0,0,10000,0,1.485351
28707,1,50,0,0,0,NULL,2,5474
28708,1,61,0,0,0,3250,1,0.355583
28709,1,54,1,0,0,7500,0,0.481802
28710,1,59,2,0,1,NULL,0,3410
28711,1,41,0,0,0,5000,2,0.654869
28712,1,31,2,0,0,4900,2,0.539482
28713,1,68,1,1,2,2000,1,0.916542
28714,1,43,0,0,0,14000,3,0.521534
28715,1,50,0,0,0,6151,1,0.003251
28716,1,59,0,0,0,9600,1,0.04562
28717,1,56,0,0,0,8391,2,0.789085
28718,1,52,1,5,0,3000,2,0.575475
28719,1,60,2,1,4,NULL,0,1978
28720,1,54,1,0,0,8500,1,0.205976
28721,1,26,2,1,0,2000,0,0.424288
28722,1,60,0,0,0,4696,0,0.123909
28723,1,46,0,0,0,10491,2,0.413458
28724,1,58,0,0,1,4178,1,0.479541
28725,1,30,0,1,1,3400,4,0.150838
28726,1,67,3,0,0,6700,0,0.202059
28727,1,27,0,1,1,7800,0,0.06935
28728,1,42,0,0,0,10300,4,0.566644
28729,1,50,0,0,0,0,1,3740
28730,1,46,1,1,1,NULL,0,218
28731,1,28,0,1,0,5716,0,0.294035
28732,1,61,2,0,0,7083,2,0.665867
28733,1,42,1,0,1,5000,2,0.678264
28734,1,54,0,1,0,4600,0,0.389698
28735,1,53,0,1,0,9400,1,0.172322
28736,1,51,4,0,1,13043,4,0.365302
28737,1,52,3,0,0,8000,0,0.418198
28738,1,63,0,0,0,2916,1,0.960919
28739,1,79,98,98,98,1122,0,0.005343
28740,1,59,0,0,1,3600,1,0.66065
28741,1,31,0,1,1,2850,2,0.366187
28742,1,39,3,0,0,3200,3,0.053733
28743,1,60,3,2,4,10800,1,0.940191
28744,1,48,3,0,2,17000,3,0.097759
28745,1,30,1,0,1,3000,0,0.195601
28746,1,33,2,2,0,2831,0,0.398305
28747,1,49,1,1,0,700,1,2.121255
28748,1,62,1,0,0,11666,1,0.414245
28749,1,72,0,3,0,16500,1,0.640022
28750,1,58,1,4,1,3725,2,0.408213
28751,1,49,0,0,0,6100,0,0.182101
28752,1,38,5,2,3,3472,0,0.876476
28753,1,45,1,0,0,5200,4,0.143434
28754,1,37,1,3,0,4269,1,0.243794
28755,1,38,0,0,0,3200,0,0.31209
28756,1,48,3,1,0,5155,0,0.491466
28757,1,49,5,2,0,8200,1,0.363858
28758,1,38,2,1,0,2742,3,0.484141
28759,1,51,1,0,0,13016,3,0.767842
28760,1,57,1,2,1,4750,0,0.097243
28761,1,51,1,0,0,NULL,0,4601
28762,1,65,0,0,0,8100,3,0.063943
28763,1,65,0,0,0,NULL,1,4008
28764,1,40,0,8,0,4100,3,0.027554
28765,1,36,1,2,1,5200,0,0.124399
28766,1,39,1,0,2,6581,4,0.267852
28767,1,32,0,0,0,2347,0,0.022998
28768,1,31,1,0,2,2583,0,0.403251
28769,1,28,0,0,0,3224,0,0.310698
28770,1,49,3,2,0,5220,3,0.919364
28771,1,33,1,1,0,4200,1,0.219472
28772,1,36,0,0,0,4500,0,0.180404
28773,1,35,0,0,0,5416,1,0
28774,1,44,1,1,1,2905,5,0.263248
28775,1,44,0,0,0,3029,0,0.457096
28776,1,37,2,0,0,5005,2,0.322413
28777,1,63,1,0,0,2500,2,0.003599
28778,1,41,3,1,0,3917,3,1.025523
28779,1,55,1,2,1,NULL,0,2296
28780,1,57,0,1,0,4342,1,0.344002
28781,1,61,2,0,0,3750,0,0.159424
28782,1,47,0,2,2,NULL,0,77
28783,1,66,1,0,0,23400,1,0.321696
28784,1,37,0,6,0,3400,1,0.003528
28785,1,27,1,0,0,3995,2,0.113864
28786,1,34,0,0,0,4750,0,0.775837
28787,1,52,2,0,3,NULL,NULL,754
28788,1,61,1,4,1,7041,2,1.044306
28789,1,30,0,0,0,7600,0,0.60742
28790,1,68,2,0,0,7801,0,0.592925
28791,1,52,2,0,3,9500,0,0.321229
28792,1,74,0,0,0,8100,0,1.16356
28793,1,26,0,0,0,864,0,0
28794,1,53,0,1,0,7014,0,0.223378
28795,1,33,0,1,0,6583,2,0.040857
28796,1,63,4,0,2,900,0,3.960044
28797,1,54,1,0,0,NULL,0,4369
28798,1,59,1,0,0,6808,1,0.190483
28799,1,53,0,0,0,24166,0,0.417015
28800,1,30,0,0,0,4000,0,0.498375
28801,1,46,0,0,0,NULL,2,371
28802,1,32,2,1,0,2100,0,0.387911
28803,1,27,0,0,0,3916,0,0.573398
28804,1,47,0,1,0,NULL,0,1169
28805,1,28,2,1,1,3200,0,0.186504
28806,1,49,3,0,0,3050,1,0.289413
28807,1,35,2,2,4,5500,0,0.535539
28808,1,61,1,0,1,NULL,0,2170
28809,1,21,98,98,98,1300,0,0
28810,1,64,2,1,0,3800,0,0.953696
28811,1,73,0,2,0,6500,4,0.390555
28812,1,40,5,0,0,NULL,1,3431
28813,1,38,0,0,0,1480,2,0.212694
28814,1,46,0,0,0,8800,3,0.735257
28815,1,68,0,0,0,NULL,0,3271
28816,1,58,0,1,2,NULL,0,0
28817,1,26,1,0,0,2800,0,0.197787
28818,1,58,0,1,0,600,1,0.522463
28819,1,39,0,1,0,21350,2,0.000609
28820,1,42,0,0,2,4681,2,0.352413
28821,1,47,3,1,1,3700,0,0.226155
28822,1,39,0,1,2,1680,2,0.420583
28823,1,42,1,0,0,3600,3,0.716468
28824,1,34,2,1,0,2900,0,1.353671
28825,1,31,1,0,1,1583,0,0.472854
28826,1,29,1,1,1,2860,1,0.163579
28827,1,42,0,3,3,4460,4,0.966375
28828,1,57,0,0,0,3532,0,0.156241
28829,1,52,2,0,1,3000,2,0.577474
28830,1,55,0,0,0,8161,2,0.134893
28831,1,35,1,0,1,3191,0,0.630326
28832,1,43,1,2,1,4166,0,0.198704
28833,1,29,0,0,0,1600,0,0.006871
28834,1,24,1,3,0,0,0,382
28835,1,41,0,1,2,NULL,0,170
28836,1,48,1,0,7,2600,0,0.652057
28837,1,77,1,0,0,14000,0,0.356332
28838,1,25,0,1,0,3083,0,0.037613
28839,1,40,3,0,0,18000,1,0.212433
28840,1,54,0,1,1,4000,2,0.025744
28841,1,50,2,4,2,5200,1,0.460296
28842,1,37,5,1,2,3287,0,0.169708
28843,1,48,2,3,1,2800,2,0.524456
28844,1,55,3,1,0,7500,0,0.363818
28845,1,48,1,0,3,4000,6,0.344414
28846,1,58,1,0,0,NULL,NULL,2392
28847,1,72,2,0,0,2072,0,0.463579
28848,1,29,0,0,1,1878,0,0.41405
28849,1,29,2,0,1,3960,0,0.122696
28850,1,45,0,0,0,11066,0,0.174031
28851,1,35,0,0,0,0,3,2428
28852,1,73,2,2,0,NULL,0,536
28853,1,88,5,1,1,9500,0,0
28854,1,43,1,0,1,3336,1,0.776746
28855,1,28,2,2,2,6500,0,0.149208
28856,1,33,0,0,0,3200,1,0.868479
28857,1,56,0,0,0,9333,2,0.44654
